Subject_ID,Partition_ID
FeTS2022_01157,18
FeTS2022_01631,18
FeTS2022_00022,18
FeTS2022_00777,18
FeTS2022_01609,18
FeTS2022_01633,18
FeTS2022_01652,18
FeTS2022_00759,18
FeTS2022_01655,18
FeTS2022_01639,18
FeTS2022_01563,18
FeTS2022_00661,18
FeTS2022_00087,18
FeTS2022_00030,18
FeTS2022_00556,18
FeTS2022_01597,18
FeTS2022_00724,18
FeTS2022_00096,18
FeTS2022_00049,18
FeTS2022_00683,18
FeTS2022_00059,18
FeTS2022_01596,18
FeTS2022_00498,18
FeTS2022_00543,18
FeTS2022_01641,18
FeTS2022_01542,18
FeTS2022_00062,18
FeTS2022_00005,18
FeTS2022_00646,18
FeTS2022_00088,18
FeTS2022_00656,18
FeTS2022_01589,18
FeTS2022_01160,18
FeTS2022_01547,18
FeTS2022_01606,18
FeTS2022_00631,18
FeTS2022_00756,18
FeTS2022_00619,18
FeTS2022_00698,18
FeTS2022_01541,18
FeTS2022_00539,18
FeTS2022_00053,18
FeTS2022_01618,18
FeTS2022_00693,18
FeTS2022_00616,18
FeTS2022_01642,18
FeTS2022_01632,18
FeTS2022_00718,18
FeTS2022_00006,18
FeTS2022_00466,18
FeTS2022_01565,18
FeTS2022_01621,18
FeTS2022_00697,18
FeTS2022_00689,18
FeTS2022_00554,18
FeTS2022_00638,18
FeTS2022_00517,18
FeTS2022_00019,18
FeTS2022_01650,18
FeTS2022_01602,18
FeTS2022_01570,18
FeTS2022_00655,18
FeTS2022_00552,18
FeTS2022_00706,18
FeTS2022_01654,18
FeTS2022_00481,18
FeTS2022_00604,18
FeTS2022_00612,18
FeTS2022_00774,18
FeTS2022_00625,18
FeTS2022_00070,18
FeTS2022_00649,18
FeTS2022_00036,18
FeTS2022_01546,18
FeTS2022_00559,18
FeTS2022_00018,18
FeTS2022_00507,18
FeTS2022_00760,18
FeTS2022_01568,18
FeTS2022_00094,18
FeTS2022_00526,18
FeTS2022_01575,18
FeTS2022_00512,18
FeTS2022_00033,18
FeTS2022_01648,18
FeTS2022_00052,18
FeTS2022_01625,18
FeTS2022_01573,18
FeTS2022_00623,18
FeTS2022_01153,18
FeTS2022_00532,18
FeTS2022_00516,18
FeTS2022_00679,18
FeTS2022_00468,18
FeTS2022_00494,18
FeTS2022_00483,18
FeTS2022_01552,18
FeTS2022_00606,18
FeTS2022_00742,18
FeTS2022_00677,18
FeTS2022_00652,18
FeTS2022_00074,18
FeTS2022_00513,18
FeTS2022_01581,18
FeTS2022_00663,18
FeTS2022_00734,18
FeTS2022_01619,18
FeTS2022_00668,18
FeTS2022_00558,18
FeTS2022_00002,18
FeTS2022_01598,18
FeTS2022_00477,18
FeTS2022_01634,18
FeTS2022_00501,18
FeTS2022_01155,18
FeTS2022_00077,18
FeTS2022_01578,18
FeTS2022_01569,18
FeTS2022_01603,18
FeTS2022_00538,18
FeTS2022_00714,18
FeTS2022_00031,18
FeTS2022_01627,18
FeTS2022_01553,18
FeTS2022_00548,18
FeTS2022_00739,18
FeTS2022_00103,18
FeTS2022_00528,18
FeTS2022_01608,18
FeTS2022_00095,18
FeTS2022_00060,18
FeTS2022_01554,18
FeTS2022_00657,18
FeTS2022_01587,18
FeTS2022_00605,18
FeTS2022_00686,18
FeTS2022_00012,18
